Source: http://ncsesdata.nsf.gov/herd/2014/html/HERD2014_DST_17.html
(Dollars in thousands)																	
Rank	Institution	2005		2006		2007		2008		2009		2010		2011		2012		2013		2014
Spelman C.	2,862		3,191		3,847		2,219		3,164		3,181		2,273		2,148		1,602		1,595
Bates C.	1,282		1,697		1,232		976		1,129		1,590		1,897		2,070		2,514		1,584
Salish Kootenai C.	ne		ne		ne		446		626		880		1,153		1,415		1,612		1,581
U. New Haven	319		ne		394		ne		ne		ne		2,009		2,723		1,400		1,569
Indiana U., South Bend	NA		NA		NA		NA		NA		1,070		1,099		1,219		1,410		1,565
SUNY, Farmingdale State C.	ne		ne		ne		ne		ne		253		1,144		1,629		3,213		1,564
Franklin W. Olin C. of Engineering	ne		ne		ne		ne		ne		ne		1,016		1,777		1,157		1,561
Albany State U.	2,091		1,455		1,331		2,441		1,206		740		1,416		2,225		1,658		1,549
Saint Michael's C.	ne		ne		ne		ne		673		644		734		ne		1,620		1,541
Heidelberg U.	ne		ne		ne		ne		ne		ne		1,219	i	ne		1,129		1,539
Suffolk U.	ne		ne		ne		ne		ne		ne		1,624		1,303		1,551		1,534
U. Texas, Permian Basin	ne		ne		1,646		3,043		1,442		1,417		1,232		1,707		1,146		1,532
Hawaii Pacific U.	ne		ne		ne		ne		ne		ne		1,436		1,390		1,043		1,524
Bradley U.	1,613		1,913		1,880		1,792		1,652		1,151		1,910		2,392		2,860		1,514
U. Alaska, Southeast	639		808		1,406		2,444		1,861		1,759		1,274		1,382		1,559		1,512
Christopher Newport U.	1,941		789		709		845		1,045		1,110		1,669		1,327		1,187		1,508
U. Nebraska, Kearney	982		1,198		1,824		1,277		1,515		1,655		2,199		1,715		1,761		1,504
Southeastern Louisiana U.	1,743		2,242		1,732		2,358		1,712		2,561		1,952		2,121		2,067		1,503
Grambling State U.	2,249		711		428		822		818	i	993		2,135		2,179		1,695		1,469
Eastern Connecticut State U.	ne		ne		ne		ne		ne		ne		216		ne		ne		1,459
Macalester C.	2,857		3,145		3,178		3,250		3,403		4,389		4,653		1,721		1,457		1,455
Shaw U.	3,759		3,735		3,632		4,049		3,837		3,016	i	2,193		1,947	i	ne		1,455
C. of Saint Benedict	ne		ne		ne		ne		ne		ne		867		ne		1,347		1,451
Middlebury C.	1,707	i	1,767	i	3,501		1,789		1,852		2,292		2,408		3,031		2,179		1,450
Dakota State U.	ne		ne		ne		ne		ne		ne		1,015		5,709		1,574		1,446
Indiana State U.	1,594		2,402		1,837		1,898		1,513		1,541		1,980		1,857		1,238		1,436
Eastern Michigan U.	7,020		6,908		5,547		6,100		8,118		14,133		11,643		12,437		3,128		1,428
Valparaiso U.	488		699		763		866		780		791		1,390		2,111		1,088		1,415
Pennsylvania State U., Greater Allegheny	NA		NA		NA		NA		NA		ne		ne		ne		1,523		1,384
U. Western States	ne		ne		ne		907		810		996		858		ne		1,238		1,383
Richard Stockton C. New Jersey, The	ne		ne		ne		ne		ne		ne		1,455		927		ne		1,374
U. del Este	ne		432		407		416		709		1,372		1,358		1,480		1,558		1,374
U. Central Oklahoma	216		841		406		865		935		1,786		1,548		1,028		1,067		1,362
St. Olaf C.	643		859		1,060		1,321		1,067		1,574		1,130		1,518		1,242		1,353
Western Illinois U.	8,690		7,554		7,085		4,597		3,642		1,221		1,528		4,514		1,983		1,349
U. Minnesota, Morris	NA		NA		NA		NA		NA		672		899		ne		1,534		1,338
C. Wooster	570		966		1,047		707		938		988		1,225		966		ne		1,321
Erikson Institute	ne		ne		ne		ne		ne		ne		1,212		2,511		2,001		1,321
U. Detroit Mercy	507	i	588		480	i	ne		1,498		1,148		1,462		970		ne		1,320
Wheaton C., Wheaton	ne		ne		ne		ne		ne		ne		1,187		844		ne		1,302
Ithaca C.	1,847		1,689		1,503		1,504		1,120		1,077		1,025		1,132		1,245		1,248
New England C. of Optometry	1,870		1,711		1,356		1,604		1,596		1,457		1,751		2,237		2,172		1,234
Hobart and William Smith Colleges	ne		ne		792		1,475		1,593		1,434		1,566		1,516		2,238		1,221
Vassar C.	1,068	i	958		625		1,126		1,160		1,280		1,838		1,258		1,694		1,220
Sewanee: U. of the South	349		252		229		ne		ne		ne		1,017		927		ne		1,218
U. Redlands	2,591		1,178		1,341		1,519		1,726		1,317		1,432		1,381		1,304		1,206
SUNY, C. Brockport	659		839		1,025		706		651		831		1,248		1,487		1,321		1,192
Salus U.	1,149		1,642		1,587		1,851		1,380		1,359		1,493		1,337		1,368		1,190
Central Connecticut State U.	921		687		663		479		305		776		1,451		1,506		1,574		1,185
Purdue U., North Central	NA		NA		NA		NA		NA		1,349		1,436		1,518		1,526		1,173
U. Wisconsin-Green Bay	1,615		1,604		1,227		1,111		1,047		1,219		1,288	i	1,258	i	1,156	i	1,171
U. Puerto Rico, Humacao	3,551		4,449		5,225		2,135		1,967		1,971	i	1,976		1,949		1,455		1,145
California State U., Stanislaus	ne		ne		ne		ne		ne		ne		1,487		1,881		1,342		1,136
U. South Carolina, Aiken	NA		NA		NA		NA		NA		337		750		ne		1,309		1,133
Seattle Pacific U.	ne		ne		150	i	ne		949		684		1,633		1,481		1,490		1,125
Gonzaga U.	ne		ne		ne		844		705		1,249		1,819		1,765		1,212		1,107
Augustana C., Sioux Falls	644		892		807		843		811		912		1,578		1,160		1,045		1,106
CUNY, system office	ne		ne		ne		ne		ne		ne		ne		1,817		1,210		1,088
SUNY, Geneseo	1,193		1,181		1,833		2,394		2,293		1,373		2,677		2,132		1,201		1,084
CUNY, Medgar Evers C.	842		725		555		326		365		658		2,065		1,635		1,241		1,083
La Sierra U.	ne		ne		ne		ne		ne		ne		732		ne		ne		1,057
Western Carolina U.	1,543		3,253		3,173		3,996		3,094		2,376		1,451		1,811		1,028		1,048
La Salle U.	ne		843		3,208		3,824		2,851		1,298		1,460		1,156		1,139		1,039
Doane C.	ne		ne		ne		ne		ne		ne		1,022		678		ne		1,033
Marshall B. Ketchum U.	ne		ne		ne		ne		ne		ne		ne		ne		ne		1,030
U. South Florida, Sarasota-Manatee	NA		NA		NA		NA		NA		732		914		ne		ne		1,026
California Maritime Academy	ne		ne		ne		ne		ne		ne		3,005		2,793		2,480		1,011
East Central U.	ne		ne		ne		ne		ne		ne		1,937		937		ne		1,010
SUNY, C. Plattsburgh	5,754		5,666		2,877		495		1,470		1,664		1,098		913		ne		1,008
59th Dental Training Squad.	ne		ne		ne		ne		ne		ne		ne		ne		ne		1,000
Thunderbird School of Global Management	ne		ne		ne		ne		ne		ne		ne		ne		ne		1,000
U. Wisconsin-Platteville	447		605		540		511		685		681		715	i	ne		ne		1,000
U. Wisconsin-Superior	1,154		1,847		2,502		2,180		3,855		5,890		6,187	i	6,041	i	ne		1,000
New Mexico Highlands U.	5,313		5,144		2,992		3,945		4,696		1,529		1,498		1,566		1,209		979
Oakwood U.	528	i	557	i	ne		3,203		493		ne		ne		724		ne		965
Angelo State U.	ne		677		744		906		1,223		1,088		1,201		954		ne		955
Indiana U. Pennsylvania	1,201		485		626		1,306		1,726		1,376		1,736		1,809		1,280		938
Naval War C.	ne		ne		ne		ne		ne		ne		ne		1,000	i	919	i	931
Des Moines U.	787	i	899		796		1,002		867		855		924		ne		ne		929
U. of St. Thomas (MN)	516		452		789		1,207		1,100		1,330		1,316		1,030		1,424		916
U. Wisconsin-Eau Claire	1,245		1,304		1,409		1,167		1,705		1,950		1,406		1,362		1,235		915
Logan U.	ne		ne		ne		ne		ne		ne		ne		ne		ne		903
New C. Florida	314		ne		ne		ne		ne		660		1,046		945		ne		897
Southern Oregon U.	3,301		3,083		3,792		906		584		826		1,330		1,070		1,134		893
Monmouth U.	779		1,716		1,766		1,545		1,576		2,195		1,956		904		ne		865
Northwestern State U. Louisiana	449	i	460		371		1,547		1,390		1,464		1,189		1,102		1,022		792
Northeastern Illinois U.	5,263		5,509		5,777		6,006		4,607		711		533		ne		ne		703
Wabash C.	3,727		3,688		3,963		4,484		4,279		3,200		2,098		1,877		1,514		559
Sinte Gleska U.	1,042		1,552		1,314		1,418		2,758		630		826		ne		2,495		472
West Liberty U.	ne		508		579		516		535		1,645		1,869		1,505		1,054		365
Saint Francis U.	4,981		4,114		3,677		3,147		2,915		2,923		2,823		1,586		1,012		347
SUNY, Purchase C.	ne		ne		ne		ne		ne		ne		569		ne		1,433		174
